rep,task,condition,json_valid,status,patch_applied,verified_solve,false_completion,failure_type,recovery_observed,trajectory_use_observed,evidence,notes
rep_01,challenge_013,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_013,agent_b,true,ok,true,true,false,,,,,
rep_01,challenge_013,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_013,agent_d,true,ok,true,true,false,,,,,
rep_01,challenge_014,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_014,agent_b,true,ok,true,true,false,,,,,
rep_01,challenge_014,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_014,agent_d,true,ok,true,true,false,,,,,
rep_01,challenge_015,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_015,agent_b,true,ok,true,true,false,,,,,
rep_01,challenge_015,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_015,agent_d,true,ok,true,true,false,,,,,
rep_01,challenge_016,agent_a,true,ok,true,false,true,tests_failed,,,,
rep_01,challenge_016,agent_b,true,ok,true,false,true,tests_failed,false,false,only resolver changed and helper normalization bug remained,False completion from partial multi file repair
rep_01,challenge_016,agent_c,true,ok,true,false,true,tests_failed,,,,
rep_01,challenge_016,agent_d,true,ok,true,false,true,tests_failed,false,false,same partial multi file repair left helper bug unchanged,False completion with no retained recovery evidence
rep_01,challenge_017,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_017,agent_b,true,ok,true,true,false,,,,,
rep_01,challenge_017,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_017,agent_d,true,ok,true,true,false,,,,,
rep_01,challenge_018,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_018,agent_b,true,ok,true,true,false,,,,,
rep_01,challenge_018,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_018,agent_d,true,ok,true,false,true,tests_failed,false,false,stopped scheme corruption but kept double slash when path starts with slash,False completion from a partial URL boundary fix
rep_01,challenge_019,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_019,agent_b,true,ok,true,true,false,,,,,
rep_01,challenge_019,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_019,agent_d,true,ok,true,true,false,,,,,
rep_01,challenge_020,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_020,agent_b,true,ok,true,true,false,,,,,
rep_01,challenge_020,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_020,agent_d,true,ok,true,true,false,,,,,
rep_01,challenge_021,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_021,agent_b,true,ok,true,true,false,,,,,
rep_01,challenge_021,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_021,agent_d,true,ok,true,true,false,,,,,
rep_01,challenge_022,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_022,agent_b,true,ok,true,true,false,,,,,
rep_01,challenge_022,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_022,agent_d,true,ok,true,true,false,,,,,
rep_01,challenge_023,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_023,agent_b,true,ok,true,true,false,,,,,
rep_01,challenge_023,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_023,agent_d,true,ok,true,true,false,,,,,
rep_01,challenge_024,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_024,agent_b,false,invalid_json,false,false,,patch_did_not_apply,false,false,raw output was malformed and yielded invalid JSON,D win here reflects generation quality not recovery
rep_01,challenge_024,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_024,agent_d,true,ok,true,true,false,,false,false,simple type guard fix avoided flattening strings and bytes,Solved by direct patch generation not retained recovery behavior
rep_01,challenge_025,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_025,agent_b,true,ok,true,true,false,,,,,
rep_01,challenge_025,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_025,agent_d,true,ok,true,true,false,,,,,
rep_01,challenge_026,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_026,agent_b,true,ok,true,true,false,,,,,
rep_01,challenge_026,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_026,agent_d,true,ok,true,true,false,,,,,
rep_01,challenge_027,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_027,agent_b,true,ok,true,true,false,,,,,
rep_01,challenge_027,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_027,agent_d,true,ok,true,true,false,,,,,
rep_01,challenge_028,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_028,agent_b,true,ok,true,true,false,,,,,
rep_01,challenge_028,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_028,agent_d,true,ok,true,true,false,,,,,
rep_01,challenge_029,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_029,agent_b,true,ok,true,true,false,,,,,
rep_01,challenge_029,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_029,agent_d,true,ok,true,true,false,,,,,
rep_01,challenge_030,agent_a,true,ok,true,true,false,,,,,
rep_01,challenge_030,agent_b,true,ok,true,true,false,,,,,
rep_01,challenge_030,agent_c,true,ok,true,true,false,,,,,
rep_01,challenge_030,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_001,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_001,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_001,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_001,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_002,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_002,agent_b,true,ok,true,false,true,tests_failed,false,false,partial settings rewrite missed blank APP_PORT normalization,False completion from direct patch generation not retained recovery
rep_02,challenge_002,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_002,agent_d,true,ok,true,true,false,,false,false,reused shared helpers and stripped blank env values,Solved by stronger direct patch generation rather than retained recovery evidence
rep_02,challenge_003,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_003,agent_b,true,ok,true,true,false,,false,false,direct tiny limit guard for ellipsis handling,B and D both solved this misleading obvious fix task in Stage 2
rep_02,challenge_003,agent_c,true,ok,true,false,true,tests_failed,,,,
rep_02,challenge_003,agent_d,true,ok,true,true,false,,false,false,direct tiny limit guard for ellipsis handling,B and D both solved this misleading obvious fix task in Stage 2
rep_02,challenge_004,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_004,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_004,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_004,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_005,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_005,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_005,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_005,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_006,agent_a,true,ok,true,false,true,tests_failed,,,,
rep_02,challenge_006,agent_b,false,generation_failed,false,false,,patch_did_not_apply,,,,
rep_02,challenge_006,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_006,agent_d,true,ok,true,false,true,tests_failed,false,false,Decimal rewrite still missed invalid value contract,False completion rather than retained recovery evidence
rep_02,challenge_007,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_007,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_007,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_007,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_008,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_008,agent_b,false,generation_failed,false,false,,patch_did_not_apply,false,false,backend generation failure produced no usable patch,D win here reflects generation reliability not recovery
rep_02,challenge_008,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_008,agent_d,true,ok,true,true,false,,false,false,straightforward reverse iteration fix solved the task,Solved by direct patch generation while B failed before patching
rep_02,challenge_009,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_009,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_009,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_009,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_010,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_010,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_010,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_010,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_011,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_011,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_011,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_011,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_012,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_012,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_012,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_012,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_013,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_013,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_013,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_013,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_014,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_014,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_014,agent_c,true,ok,true,false,true,tests_failed,,,,
rep_02,challenge_014,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_015,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_015,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_015,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_015,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_016,agent_a,true,ok,true,false,true,tests_failed,,,,
rep_02,challenge_016,agent_b,true,ok,true,false,true,tests_failed,false,false,only resolver changed and helper normalization bug remained,False completion from partial multi file repair
rep_02,challenge_016,agent_c,true,ok,true,false,true,tests_failed,,,,
rep_02,challenge_016,agent_d,true,ok,true,false,true,tests_failed,false,false,same partial multi file repair left helper bug unchanged,False completion with no retained recovery evidence
rep_02,challenge_017,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_017,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_017,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_017,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_018,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_018,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_018,agent_c,true,ok,true,false,true,syntax_error,,,,
rep_02,challenge_018,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_019,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_019,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_019,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_019,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_020,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_020,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_020,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_020,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_021,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_021,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_021,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_021,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_022,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_022,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_022,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_022,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_023,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_023,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_023,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_023,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_024,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_024,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_024,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_024,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_025,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_025,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_025,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_025,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_026,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_026,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_026,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_026,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_027,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_027,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_027,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_027,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_028,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_028,agent_b,true,ok,true,false,true,tests_failed,false,false,preserved absolute root marker but missed root only case,False completion from a partial regression trap fix
rep_02,challenge_028,agent_c,true,ok,true,false,true,tests_failed,,,,
rep_02,challenge_028,agent_d,true,ok,true,false,true,tests_failed,false,false,same partial root marker fix still missed root only case,False completion with no retained recovery evidence
rep_02,challenge_029,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_029,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_029,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_029,agent_d,true,ok,true,true,false,,,,,
rep_02,challenge_030,agent_a,true,ok,true,true,false,,,,,
rep_02,challenge_030,agent_b,true,ok,true,true,false,,,,,
rep_02,challenge_030,agent_c,true,ok,true,true,false,,,,,
rep_02,challenge_030,agent_d,true,ok,true,true,false,,,,,
